dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
92,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,8,15,15,1,80,394,0,"They're gonna want to film later at night, so they can show off some LED lights 118 and we have to wait till sunset even have the show started We're out near Edwards Air Force Base Which is where Will Smith went in Independence Day and go see it and maybe even drive it An expensive car, but because of that it's really cool And I'm on board with this because it means I get to go check out all","They're gonna want to film later at night, so they can show off some LED lights 118 and we have to wait till sunset even have the show started We're out near Edwards Air Force Base Which is where Will Smith went in Independence Day and go see it and maybe even drive it An expensive car, but because of that it's really cool And I'm on board with this because it means I get to go check out all"
93,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,9,15,17,3,35,194,0,"the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.","the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow."
94,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,10,21,23,3,23,120,0,"Get a little too close. Okay, yeah, sounds good. They're not gonna let me drive it, but I really, really wanna drive it.","Get a little too close. Okay, yeah, sounds good. They're not gonna let me drive it, but I really, really wanna drive it."
95,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,11,24,26,3,17,85,0,"Oh, look at that heat exchange here. Back is so long, man. We're here at golden hour.","Oh, look at that heat exchange here. Back is so long, man. We're here at golden hour."
96,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,12,30,30,1,80,442,0,He has the YouTube channel Engineering Explained basically talks all about how cars work we have a very fancy car here there's a 3.5 liter twin-turbo v6 in the back powering the rear axle sandwiched between that engine and the transmission is a direct drive motor so you've got an additional electric motor and then you've got two electric motors up front one for each wheel so there's two motors working at the exact same time yep so there's,He has the YouTube channel Engineering Explained basically talks all about how cars work we have a very fancy car here there's a 3.5 liter twin-turbo v6 in the back powering the rear axle sandwiched between that engine and the transmission is a direct drive motor so you've got an additional electric motor and then you've got two electric motors up front one for each wheel so there's two motors working at the exact same time yep so there's
97,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,13,30,30,1,61,322,0,a v6 engine in the back and then behind that v6 engine there's another direct drive motor and then so that electric motor is actually linked up to the crankshaft of this engine and then it's all sending all of that torque from the engine and the motor to the rear transmission and then splitting it to the two rear wheels.,a v6 engine in the back and then behind that v6 engine there's another direct drive motor and then so that electric motor is actually linked up to the crankshaft of this engine and then it's all sending all of that torque from the engine and the motor to the rear transmission and then splitting it to the two rear wheels.
98,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,14,31,31,1,25,124,0,So this has a limited slip differential in the back so if one wheel is slipping it will send more torque to the other wheel.,So this has a limited slip differential in the back so if one wheel is slipping it will send more torque to the other wheel.
99,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,15,32,33,2,19,91,0,Okay I don't know that much about cars. But I do know a thing or two about electric motors.,Okay I don't know that much about cars. But I do know a thing or two about electric motors.
100,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,16,34,34,1,21,125,0,So you said there's two electric motors attached to each of the front Wheels basically allows the tires to rotate separately.,So you said there's two electric motors attached to each of the front Wheels basically allows the tires to rotate separately.
101,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,17,35,35,1,12,77,0,"They're not locked together one electric motor for each front wheel, correct?","They're not locked together one electric motor for each front wheel, correct?"
102,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,18,36,36,1,46,236,0,You can have one motor sending torque to one wheel you can have both motors sending torque to both wheels You can even have a negative torque applied to one wheel and a positive torque applied to the other wheel So this is a hybrid car.,You can have one motor sending torque to one wheel you can have both motors sending torque to both wheels You can even have a negative torque applied to one wheel and a positive torque applied to the other wheel So this is a hybrid car.
103,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,19,37,37,1,80,411,0,"This is a high, but it's not like the classic hybrid where you're saving gas mileage Let it in at home you press your foot down You get the immediate torque of the electric motors while that turbo engine is spooling up and then gives you full power Okay, so that's how it's like in my car Where it's like I'll be sitting at a stoplight and I'll slam the pedal down and like what happened Okay, now it's starting","This is a high, but it's not like the classic hybrid where you're saving gas mileage Let it in at home you press your foot down You get the immediate torque of the electric motors while that turbo engine is spooling up and then gives you full power Okay, so that's how it's like in my car Where it's like I'll be sitting at a stoplight and I'll slam the pedal down and like what happened Okay, now it's starting"
104,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,20,37,37,1,13,57,0,to go because the motor has to like rev up and that's it.,to go because the motor has to like rev up and that's it.
105,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,21,38,38,1,80,413,0,"Yeah, that's how it's like in your car Yeah, as you're coming up to a corner the second you let off the throttle it starts regen braking So before you even on the brake, so let's say we're coming around this bank right here This tire right here is gonna have a negative torque applied to it and an outside tire can actually rotate faster than the inside wheel to help push the car out of the corner and accelerate","Yeah, that's how it's like in your car Yeah, as you're coming up to a corner the second you let off the throttle it starts regen braking So before you even on the brake, so let's say we're coming around this bank right here This tire right here is gonna have a negative torque applied to it and an outside tire can actually rotate faster than the inside wheel to help push the car out of the corner and accelerate"
106,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,22,38,40,3,14,79,0,you out. What do you mean by negative torque? As in it's regenerating energies.,you out. What do you mean by negative torque? As in it's regenerating energies.
107,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,23,41,42,2,28,165,0,Electricity is being taken from the braking of the motors. It's turning the wheel into an electric generator and capturing that energy which causes you to slow down.,Electricity is being taken from the braking of the motors. It's turning the wheel into an electric generator and capturing that energy which causes you to slow down.
108,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,24,43,44,2,29,155,0,And it helps you rotate the car because you have a larger negative torque to that inside wheel so that's creating a yaw moment to rotate that vehicle. Yaw.,And it helps you rotate the car because you have a larger negative torque to that inside wheel so that's creating a yaw moment to rotate that vehicle. Yaw.
109,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,25,45,47,3,22,123,0,Yaw. Yaw way. And that's actually super cool because in normal cars you only get positive torque when you hit the throttle.,Yaw. Yaw way. And that's actually super cool because in normal cars you only get positive torque when you hit the throttle.
110,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,26,48,48,1,21,129,0,Traditionally with car tires it'll go the direction the wheels are pointed but if you're riding around a racetrack really fast...,Traditionally with car tires it'll go the direction the wheels are pointed but if you're riding around a racetrack really fast...
111,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,27,49,49,1,44,235,0,If you're coming in too fast to that corner and it sees that you're about to oversteer which means the back of the car is gonna rotate around you and you're gonna spin out it'll break those outside tires to prevent that from happening.,If you're coming in too fast to that corner and it sees that you're about to oversteer which means the back of the car is gonna rotate around you and you're gonna spin out it'll break those outside tires to prevent that from happening.
112,Acura Acura NSXperiments Chapter 3; Light up the Track (1080p 24fps H264 128kbit AAC),6,28,50,51,2,74,366,0,No way. Now if you come in and you turn the wheel too much and it can't actually turn the car it'll break the inside tires that's It's called understeer so that it'll actually help rotate the car for you Okay So that's more like like when you're in a boat or like a kayak or something and you just put the paddle in the water On one side it drags you that direction.,No way. Now if you come in and you turn the wheel too much and it can't actually turn the car it'll break the inside tires that's It's called understeer so that it'll actually help rotate the car for you Okay So that's more like like when you're in a boat or like a kayak or something and you just put the paddle in the water On one side it drags you that direction.
